,year,title,genre,avg_vote,movie_rating
446,2005,Lonesome Jim,"Comedy, Drama",6.6,good
447,2005,The Long Weekend,Comedy,5.2,okay
448,2007,Santuri,"Drama, Musical, Romance",7.5,good
449,2005,Miss Congeniality 2: Armed & Fabulous,"Action, Comedy, Crime",5.1,okay
450,2007,Bell Witch: The Movie,"Drama, Horror",3.9,okay
451,2005,Boo,Horror,4.2,okay
452,2005,Crash Landing,"Action, Crime, Drama",3.7,okay
453,2007,Pistoleros,"Action, Comedy, Western",5.3,okay
454,2005,Fainaru fantajî sebun adobento chirudoren,"Animation, Action, Adventu",7.2,good
455,2006,Glory Road,"Biography, Drama, Sport",7.2,good
456,2005,The Godfather of Green Bay,Comedy,5.6,okay
457,2007,The Golden Compass,"Adventure, Family, Fantasy",6.1,good
458,2006,Monster House,"Animation, Adventure, Come",6.6,good
459,2005,My Big Fat Independent Movie,Comedy,3.2,okay
460,2005,Le parfum de la dame en noir,"Comedy, Crime",5.7,okay
461,2006,Red Riding Hood,"Adventure, Family, Musical",3.4,okay
462,2009,Where the Wild Things Are,"Adventure, Drama, Family",6.7,good
463,2005,The Legend of Zorro,"Action, Adventure, Romance",5.9,okay
464,2005,Duck,Drama,6.0,good
465,2005,Inside Out,"Drama, Mystery, Thriller",5.4,okay
466,2005,Hitch,"Comedy, Romance",6.6,good
467,2005,Love for Rent,"Comedy, Romance",7.0,good
468,2007,Say It in Russian,"Drama, Romance, Thriller",5.8,okay
469,2006,Renaissance,"Animation, Action, Sci-Fi",6.7,good
470,2005,The River King,"Drama, Mystery, Thriller",5.8,okay
471,2005,Store planer!,Comedy,5.4,okay
472,2005,The Vault,Action,1.9,bad
473,2005,Aurora Borealis,"Drama, Romance",6.7,good
474,2005,Batalla en el cielo,"Crime, Drama",5.6,okay
475,2005,Bee Season,"Drama, Family",5.5,okay
476,2005,Cold and Dark,"Crime, Horror, Thriller",4.0,okay
477,2005,The Constant Gardener,"Drama, Mystery, Romance",7.4,good
478,2005,The Iris Effect,"Mystery, Thriller, Drama",3.2,okay
479,2005,Prime,"Comedy, Drama, Romance",6.2,good
480,2005,The Roost,"Horror, Thriller",4.9,okay
481,2006,Idiocracy,"Adventure, Comedy, Sci-Fi",6.6,good
482,2006,The Black Dahlia,"Crime, Drama, Mystery",5.6,okay
483,2005,Caché,"Drama, Mystery, Thriller",7.3,good
484,2005,In Her Shoes,"Comedy, Drama, Romance",6.4,good
485,2007,King of California,"Comedy, Drama",6.6,good
486,2005,King's Ransom,"Comedy, Crime",4.3,okay
487,2005,The L.A. Riot Spectacular,Comedy,4.9,okay
488,2005,Loverboy,"Drama, Romance",5.4,okay
489,2005,My Big Phat Hip Hop Family,Comedy,1.6,bad
490,2006,My First Wedding,"Comedy, Romance",4.9,okay
491,2005,Paha maa,Drama,7.4,good
492,2005,River Queen,"Action, Adventure, Drama",6.0,good
493,2005,Transporter 2,"Action, Thriller",6.3,good
494,2005,Beauty Shop,Comedy,5.5,okay
495,2005,"Va, vis et deviens",Drama,7.9,good
496,2005,Anklaget,Drama,7.0,good
497,2006,Treasure Island Kids: The Battle of Treasure Island,"Adventure, Family",4.4,okay
498,2005,Brokeback Mountain,"Drama, Romance",7.7,good
499,2005,The Circle,"Drama, Mystery, Thriller",5.6,okay
500,2005,The Girl from Monday,"Action, Comedy, Sci-Fi",5.2,okay
501,2005,The Greatest Game Ever Played,"Biography, Drama, History",7.4,good
502,2005,Johnny Slade's Greatest Hits,"Comedy, Crime, Music",6.0,good
503,2007,Rise,"Action, Horror, Mystery",4.9,okay
504,2006,Sea of Fear,Horror,2.6,bad
505,2005,O Signo do Caos,Drama,6.7,good
506,2006,The West Wittering Affair,Comedy,4.0,okay
507,2006,Zwartboek,"Drama, Thriller, War",7.7,good
508,2007,30 Days of Night,"Action, Horror, Thriller",6.6,good
509,2007,Bee Movie,"Animation, Adventure, Come",6.1,good
510,2005,Budjenje iz mrtvih,Drama,6.5,good
511,2006,Click,"Comedy, Drama, Fantasy",6.4,good
512,2005,Deck Dogz,"Action, Adventure, Drama",4.9,okay
513,2005,Edison,"Action, Crime, Drama",5.3,okay
514,2006,Matti,"Biography, Comedy, Drama",5.9,okay
515,2006,Swarm of the Snakehead,"Comedy, Horror, Sci-Fi",3.5,okay
516,2005,Waqt: The Race Against Time,"Comedy, Drama, Family",6.8,good
517,2007,Dreamland,"Sci-Fi, Horror, Mystery",3.7,okay
518,2006,I Want Someone to Eat Cheese With,"Comedy, Romance",6.1,good
519,2005,A Lot Like Love,"Comedy, Drama, Romance",6.6,good
520,2005,A Perfect Fit,"Crime, Drama, Romance",5.2,okay
521,2006,Le temps des porte-plumes,Drama,6.1,good
522,2005,Three Dollars,Drama,6.2,good
523,2005,Adam and Eve,"Comedy, Drama, Romance",4.5,okay
524,2005,Confess,"Thriller, Drama",5.0,okay
525,2005,Mozart and the Whale,"Comedy, Drama, Romance",6.9,good
526,2008,The Onion Movie,Comedy,6.2,good
527,2006,Valley of Flowers,"Adventure, Drama, Romance",7.0,good
528,2005,When Do We Eat?,Comedy,5.9,okay
529,2010,Anderson's Cross,"Comedy, Drama, Romance",5.0,okay
530,2005,Brick,"Action, Crime, Drama",7.3,good
531,2005,Coach Carter,"Biography, Drama, Sport",7.3,good
532,2006,Forget About It,"Comedy, Drama",4.5,okay
533,2007,Go Go Tales,"Comedy, Drama",5.7,okay
534,2006,Het woeden der gehele wereld,Thriller,4.5,okay
535,2005,Leef!,Drama,6.9,good
536,2005,The Nickel Children,Drama,5.5,okay
537,2006,The Other Side,"Action, Thriller",5.2,okay
538,2005,Reeker,"Horror, Mystery, Thriller",5.2,okay
539,2005,Santa's Slay,"Comedy, Fantasy, Horror",5.3,okay
540,2006,The Shaggy Dog,"Comedy, Family, Fantasy",4.4,okay
541,2006,Sportman van de Eeuw,"Comedy, Drama, Romance",6.8,good
542,2005,The Third Wish,"Romance, Comedy",4.3,okay
543,2007,Vegas Vampires,Horror,2.0,bad
544,2007,Viva,"Comedy, Drama, Musical",6.0,good
545,2006,Alatriste,"Adventure, Drama, History",6.1,good
546,2005,The Producers,"Comedy, Musical",6.3,good
547,2005,3 Needles,Drama,6.4,good
548,2005,Bab'Aziz,Drama,7.6,good
549,2005,Bye Bye Blackbird,Drama,5.8,okay
550,2006,Catch and Release,"Comedy, Drama, Romance",6.0,good
551,2005,Forty Shades of Blue,"Drama, Music, Romance",6.2,good
552,2005,Le courage d'aimer,"Comedy, Drama",5.8,okay
553,2005,States of Grace,Drama,6.8,good
554,2005,The Devil's Rejects,Horror,6.8,good
555,2005,House of 9,"Drama, Horror, Mystery",5.5,okay
556,2005,The Pacifier,"Action, Comedy, Drama",5.6,okay
557,2005,Truce,"Drama, Western",5.9,okay
558,2005,North Country,Drama,7.3,good
559,2006,The Ugly Duckling and Me!,"Animation, Adventure, Come",5.4,okay
560,2005,Pit Fighter,Action,4.5,okay
561,2005,Maman Last Call,"Drama, Comedy",6.1,good
562,2006,Perfume: The Story of a Murderer,"Crime, Drama",7.5,good
563,2005,Wedding Crashers,"Comedy, Romance",6.9,good
564,2005,Willenbrock,"Drama, Crime",6.8,good
565,2007,Meet the Robinsons,"Animation, Adventure, Come",6.8,good
566,2006,Egyetleneim,"Comedy, Drama, Romance",5.8,okay
567,2005,FAQs,Drama,5.8,okay
568,2005,Ice Princess,"Comedy, Drama, Family",6.0,good
569,2005,The King,"Drama, Thriller",6.7,good
570,2005,Kisna: The Warrior Poet,"Drama, History, Musical",4.5,okay
571,2008,The Secret of Moonacre,"Adventure, Family, Fantasy",6.1,good
572,2005,Nanny McPhee,"Comedy, Family, Fantasy",6.5,good
573,2005,Shadowboxer,"Action, Crime, Drama",5.5,okay
574,2007,Blood and Chocolate,"Drama, Fantasy, Horror",5.5,okay
575,2005,House of Wax,Horror,5.3,okay
576,2006,Just My Luck,"Comedy, Fantasy, Romance",5.4,okay
577,2005,The Skeleton Key,"Drama, Horror, Mystery",6.5,good
578,2005,Smile,"Adventure, Drama",6.3,good
579,2006,Dirty Work,Thriller,5.3,okay
580,2006,Eight Below,"Adventure, Drama, Family",7.3,good
581,2005,Drop Dead Sexy,"Comedy, Crime",5.0,okay
582,2005,Game Over,"Action, Drama",2.8,bad
583,2005,Man to Man,Drama,6.5,good
584,2005,Memoirs of a Geisha,"Drama, Romance",7.4,good
585,2006,My Bollywood Bride,"Comedy, Drama, Romance",4.7,okay
586,2005,Obaba,Drama,6.5,good
587,2005,"Travaux, on sait quand ça commence...",Comedy,5.2,okay
588,2005,Zemanovaload,Comedy,6.0,good
589,2005,A fény ösvényei,Drama,6.9,good
590,2008,Bolt,"Animation, Adventure, Come",6.8,good
591,2005,Derailed,"Crime, Drama, Thriller",6.6,good
592,2005,Devil's Highway,Thriller,3.5,okay
593,2005,Down in the Valley,"Drama, Romance, Thriller",6.4,good
594,2006,The Last Drop,"Action, Adventure, Crime",4.5,okay
595,2005,Throttle,"Action, Thriller",5.1,okay
596,2005,The Longest Yard,"Comedy, Crime, Sport",6.4,good
597,2010,Tangled,"Animation, Adventure, Come",7.7,good
598,2005,Special Ed,Drama,6.7,good
599,2005,Rumor Has It...,"Comedy, Drama, Romance",5.5,okay
600,2005,Vampires: The Turning,"Action, Horror, Thriller",3.5,okay
601,2005,Nordeste,Drama,6.6,good
602,2005,Assault on Precinct 13,"Action, Crime, Drama",6.3,good
603,2007,Bridge to Terabithia,"Drama, Family, Fantasy",7.1,good
604,2006,Cattle Call,Comedy,3.7,okay
605,2006,The Celestine Prophecy,"Adventure, Drama",4.9,okay
606,2006,DOA: Dead or Alive,"Action, Adventure",4.8,okay
607,2005,Dead Meat,"Comedy, Horror",4.1,okay
608,2005,Down and Derby,"Comedy, Family",5.5,okay
609,2005,Duane Hopwood,"Comedy, Drama",6.6,good
610,2007,Trade,"Crime, Drama, Thriller",7.4,good
611,2006,Grad Night,"Comedy, Drama",1.7,bad
612,2005,A History of Violence,"Crime, Drama, Thriller",7.4,good
613,2005,The Island,"Action, Sci-Fi, Thriller",6.8,good
614,2005,Je préfère qu'on reste amis,"Comedy, Drama, Romance",6.0,good
615,2005,Lord of War,"Action, Crime, Drama",7.6,good
616,2005,The Man,"Action, Comedy, Crime",5.5,okay
617,2006,Avril,"Comedy, Drama",7.0,good
618,2005,End of the Spear,"Adventure, Biography, Dram",6.8,good
619,2005,Ambulancen,"Drama, Thriller",5.2,okay
620,2005,Chanthupottu,"Comedy, Drama, Romance",6.6,good
621,2005,Bag det stille ydre,"Drama, Horror, Mystery",4.6,okay
622,2005,Die blaue Grenze,"Drama, Mystery, Romance",6.4,good
623,2008,Far Cry,"Action, Adventure, Sci-Fi",3.1,okay
624,2005,Herbie Fully Loaded,"Adventure, Comedy, Family",4.8,okay
625,2005,The Ice Harvest,"Comedy, Crime, Drama",6.3,good
626,2005,Lepel,Drama,6.3,good
627,2006,Open Season,"Animation, Adventure, Come",6.1,good
628,2005,"Tu vas rire, mais je te quitte",Comedy,5.0,okay
629,2006,The Witches Hammer,"Action, Horror",3.1,okay
630,2005,C.R.A.Z.Y.,"Comedy, Drama",7.9,good
631,2005,The Baxter,"Comedy, Romance",6.5,good
632,2005,The Curse of El Charro,Horror,2.9,bad
633,2007,Le scaphandre et le papillon,"Biography, Drama",8.0,good
634,2005,Say Uncle,"Comedy, Drama",5.5,okay
635,2005,Fierce People,"Drama, Thriller",6.5,good
636,2006,A Good Year,"Comedy, Drama, Romance",7.0,good
637,2006,Greed,"Action, Horror, Thriller",3.4,okay
638,2005,The Helix... Loaded,"Action, Adventure, Comedy",2.1,bad
639,2005,Der kleine Eisbär 2: Die geheimnisvolle Insel,"Animation, Adventure, Dram",5.6,okay
640,2005,Brooklyn Lobster,"Comedy, Drama",6.3,good
641,2006,"Paris, je t'aime","Comedy, Drama, Romance",7.3,good
642,2005,Sin City,"Crime, Thriller",8.0,good
643,2005,Xiang ri kui,"Drama, Romance",7.2,good
644,2005,Tamara,"Drama, Fantasy, Horror",5.1,okay
645,2006,Underworld: Evolution,"Action, Adventure, Fantasy",6.7,good
646,2007,Breach,"Biography, Crime, Drama",7.0,good
647,2005,Æon Flux,"Action, Adventure, Crime",5.4,okay
648,2005,Avant qu'il ne soit trop tard,Comedy,5.4,okay
649,2005,Bab el web,Comedy,4.6,okay
650,2005,Beowulf & Grendel,"Action, Adventure, Drama",5.8,okay
651,2005,Chok-Dee,"Action, Drama",6.2,good
652,2005,Just Sex and Nothing Else,Comedy,6.3,good
653,2005,L'empire des loups,"Action, Crime, Drama",5.9,okay
654,2005,The Great New Wonderful,"Comedy, Drama, Romance",5.7,okay
655,2005,Hating Alison Ashley,Comedy,5.5,okay
656,2005,The Dark Hours,"Horror, Thriller",6.0,good
657,2005,Iznogoud,Comedy,3.7,okay
658,2006,Comme tout le monde,"Comedy, Romance",5.5,okay
659,2005,The New World,"Biography, Drama, History",6.7,good
660,2005,Ivkova slava,Comedy,7.2,good
661,2006,Sólo Dios sabe,"Drama, Mystery, Romance",6.7,good
662,2005,Unge Andersen,Drama,6.4,good
663,2006,Abominable,"Horror, Thriller",5.1,okay
664,2005,The Big White,"Comedy, Crime, Drama",6.4,good
665,2006,Bumer: Film vtoroy,"Crime, Drama",6.1,good
666,2005,Casanova,"Adventure, Comedy, Drama",6.5,good
667,2005,The Cave,"Action, Adventure, Horror",5.1,okay
668,2006,Cemetery Gates,"Horror, Action, Sci-Fi",3.5,okay
669,2005,Chaos,"Action, Crime, Drama",6.5,good
670,2005,Supercross,"Action, Drama, Romance",4.3,okay
671,2007,Gardener of Eden,"Comedy, Drama",6.1,good
672,2008,Green River,"Crime, Drama, Thriller",3.1,okay
673,2005,Last Days,"Drama, Music",5.8,okay
674,2005,Snuff-Movie,Horror,3.9,okay
675,2006,Max Havoc: Ring of Fire,Action,3.1,okay
676,2005,Nordkraft,"Crime, Drama, Romance",6.8,good
677,2005,Oskar & Josefine,"Family, Fantasy, Sci-Fi",5.2,okay
678,2006,Perfect Creature,"Action, Drama, Fantasy",5.4,okay
679,2005,Roll Bounce,"Comedy, Drama, Music",6.1,good
680,2007,De scheepsjongens van Bontekoe,"Adventure, Family",6.3,good
681,2005,The Sisterhood of the Traveling Pants,"Comedy, Drama, Romance",6.5,good
682,2005,Solkongen,"Comedy, Drama",6.1,good
683,2005,State Property 2,"Musical, Action, Crime",4.6,okay
684,2006,Think Tank,Comedy,2.9,bad
685,2010,Utomlennye solntsem 2,"Drama, History, War",4.2,okay
686,2009,Youth in Revolt,"Comedy, Drama, Romance",6.4,good
687,2005,The Ape,"Comedy, Drama",4.5,okay
688,2005,Chasing Ghosts,"Crime, Drama, Mystery",5.4,okay
689,2006,Cloud 9,"Comedy, Sport",4.2,okay
690,2005,Everything Is Illuminated,"Comedy, Drama",7.4,good
691,2005,The Exorcism of Emily Rose,"Drama, Horror, Thriller",6.7,good
692,2006,Even Money,"Crime, Drama",5.9,okay
693,2006,Little Children,"Drama, Romance",7.5,good
694,2008,My Sassy Girl,"Comedy, Drama, Romance",6.3,good
695,2006,Running Scared,"Action, Crime, Drama",7.4,good
696,2005,Les mauvais joueurs,"Crime, Drama",5.3,okay
697,2005,The Notorious Bettie Page,"Biography, Drama",6.5,good
698,2009,House of Boys,"Drama, Music, Romance",6.6,good
699,2006,Irish Jam,Comedy,5.2,okay
700,2006,The Lives of Others,"Drama, Thriller",8.4,good
701,2005,The Moguls,Comedy,6.3,good
702,2006,A Scanner Darkly,"Animation, Crime, Drama",7.1,good
703,2005,Sky High,"Adventure, Comedy, Family",6.2,good
704,2006,Southland Tales,"Comedy, Drama, Mystery",5.4,okay
705,2005,Suits on the Loose,Comedy,5.4,okay
706,2008,Rudo y Cursi,"Comedy, Drama, Sport",6.8,good
707,2005,The 40 Year Old Virgin,"Comedy, Romance",7.1,good
708,2006,The Wild,"Animation, Adventure, Come",5.3,okay
709,2006,Rang De Basanti,"Comedy, Drama",8.2,good
710,2006,The Absence of Light,"Action, Drama, Horror",2.2,bad
711,2006,All the King's Men,"Drama, Thriller",6.2,good
712,2005,Barfuss,"Comedy, Drama, Romance",7.2,good
713,2005,The Deal,"Crime, Drama, Thriller",5.0,okay
714,2005,Chaos,"Horror, Thriller",3.2,okay
715,2005,Loggerheads,Drama,7.1,good
716,2005,Nearing Grace,"Comedy, Drama, Romance",5.8,okay
717,2005,Stestí,Drama,7.1,good
718,2005,"The Prize Winner of Defiance, Ohio","Biography, Drama",7.3,good
719,2005,Sametoví vrazi,"Crime, Drama",6.0,good
720,2005,Shut Up and Shoot Me,Comedy,6.2,good
721,2005,Skrítek,Comedy,7.1,good
722,2005,Zathura: A Space Adventure,"Action, Adventure, Comedy",6.1,good
723,2005,El amor - primera parte,"Comedy, Romance",7.0,good
724,2005,The Chumscrubber,"Comedy, Drama",6.9,good
725,2005,Dobro ustimani mrtvaci,"Comedy, Drama",7.0,good
726,2008,The Eye,"Drama, Horror, Mystery",5.4,okay
727,2006,The Guardian,"Action, Adventure, Drama",6.9,good
728,2005,Lorelei,"Action, Drama, Sci-Fi",5.3,okay
729,2006,Pucked,"Comedy, Sport",4.1,okay
730,2005,Our Very Own,Drama,6.1,good
731,2005,Szöke kóla,Comedy,4.1,okay
732,2005,Pooh's Heffalump Movie,"Animation, Comedy, Family",6.4,good
733,2005,The Sisters,Drama,6.1,good
734,2005,Le survenant,Drama,6.3,good
735,2005,Sílení,"Animation, Comedy, Drama",7.3,good
736,2005,Transamerica,"Adventure, Comedy, Drama",7.4,good
737,2005,The Truth About Love,"Comedy, Romance",5.4,okay
738,2005,The Second Front,"Action, Romance, War",4.0,okay
739,2005,War of the Worlds,"Adventure, Sci-Fi",6.5,good
740,2005,Complete Guide to Guys,Comedy,4.2,okay
741,2005,Dirty Deeds,Comedy,5.8,okay
742,2005,Fugitive Hunter,Action,3.6,okay
743,2006,Full Grown Men,"Comedy, Drama",4.9,okay
744,2006,A herceg haladéka,Drama,6.0,good
745,2006,The Departed,"Crime, Drama, Thriller",8.5,good
746,2005,Kamenák 3,Comedy,2.4,bad
747,2005,The Mistress of Spices,"Drama, Romance",5.5,okay
748,2009,1,"Sci-Fi, Thriller",6.1,good
749,2005,Príbehy obycejného sílenství,"Comedy, Drama",7.3,good
750,2005,Kousek nebe,Romance,6.8,good
751,2007,Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Horror, Musical",7.3,good
752,2005,Knetter,"Comedy, Drama",6.6,good
753,2005,Munich,"Biography, Crime, Drama",7.5,good
754,2005,Voksne mennesker,"Comedy, Drama, Romance",7.2,good
755,2007,Wild Girls Gone,Comedy,4.7,okay
756,2006,Firewall,"Action, Crime, Thriller",5.8,okay
757,2005,Bad News Bears,"Comedy, Sport",5.8,okay
758,2006,Der var engang en dreng - som fik en lillesøster me,"Family, Musical",5.7,okay
759,2005,Flightplan,"Drama, Mystery, Thriller",6.3,good
760,2005,Guy X,"Comedy, War",5.1,okay
761,2007,The Heartbreak Kid,"Comedy, Romance",5.8,okay
762,2005,Kids in America,Comedy,5.7,okay
763,2006,Last Holiday,"Comedy, Romance",6.4,good
764,2005,The Life and Hard Times of Guy Terrifico,Comedy,6.6,good
765,2005,Love Wrecked,"Adventure, Comedy, Romance",4.8,okay
766,2005,Hrubes a Mares jsou kamarádi do deste,Comedy,5.4,okay
767,2005,Marilyn Hotchkiss' Ballroom Dancing & Charm School,"Comedy, Drama, Musical",6.6,good
768,2006,Grilled,"Comedy, Crime",5.2,okay
769,2006,Poseidon,"Action, Adventure, Drama",5.6,okay
770,2005,Les poupées russes,"Comedy, Drama, Romance",7.0,good
771,2006,East Broadway,"Comedy, Family, Romance",5.9,okay
772,2008,Surveillance,"Crime, Drama, Mystery",6.3,good
773,2009,Watchmen,"Action, Drama, Mystery",7.6,good
774,2005,Shabd,Drama,5.2,okay
775,2006,The Alibi,"Comedy, Drama, Romance",6.4,good
776,2006,Cargo,"Adventure, Drama, Thriller",5.1,okay
777,2005,Cheong yeon,Romance,6.8,good
778,2005,Come Away Home,"Drama, Family",6.8,good
779,2006,Dnevnoy dozor,"Action, Fantasy, Horror",6.5,good
780,2005,Espace détente,Comedy,4.6,okay
781,2006,Last Sunset,"Romance, Thriller",4.5,okay
782,2005,Hunting Season,Horror,3.5,okay
783,2005,Hustle & Flow,"Crime, Drama, Music",7.3,good
784,2005,The King Maker,"Adventure, Drama",3.5,okay
785,2006,The Lake House,"Drama, Fantasy, Romance",6.8,good
786,2005,Mi Mejor Enemigo,"Comedy, Drama",7.2,good
787,2005,The Mighty Celt,Drama,6.9,good
788,2008,Nim's Island,"Adventure, Family, Fantasy",6.0,good
789,2005,La noche del hermano,Drama,5.1,okay
790,2005,On a Clear Day,"Comedy, Drama, Romance",6.9,good
791,2006,Only the Brave,"Drama, War",5.3,okay
792,2005,Oublier Cheyenne,"Drama, Romance",6.3,good
793,2005,La petite Chartreuse,Drama,6.4,good
794,2005,Resurrection: The J.R. Richard Story,Drama,7.3,good
795,2005,Sidekick,"Fantasy, Sci-Fi",5.4,okay
796,2005,Slingshot,"Crime, Drama, Romance",4.6,okay
797,2005,Soul Searcher,"Action, Fantasy, Thriller",3.9,okay
798,2006,Taxidermia,"Comedy, Drama, Horror",6.9,good
799,2006,Thanks to Gravity,"Comedy, Drama, Romance",5.6,okay
800,2006,Threat,Drama,4.9,okay
801,2005,Tideland,"Drama, Fantasy, Horror",6.5,good
802,2007,88 Minutes,"Crime, Drama, Mystery",5.9,okay
803,2005,All the Invisible Children,Drama,7.5,good
804,2005,L'annulaire,Drama,6.2,good
805,2005,Anthony Zimmer,"Crime, Drama, Romance",6.5,good
806,2005,Breakfast on Pluto,"Comedy, Drama",7.2,good
807,2008,A Previous Engagement,"Comedy, Romance",5.7,okay
808,2005,The Dark,"Drama, Horror, Mystery",5.4,okay
809,2005,De battre mon coeur s'est arrêté,"Crime, Drama, Music",7.3,good
810,2008,Llamando a un ángel,"Comedy, Romance",5.6,okay
811,2008,L'ennemi public n°1,"Action, Biography, Crime",7.5,good
812,2008,Downloading Nancy,"Drama, Thriller",5.8,okay
813,2005,One Day in Europe,Comedy,6.5,good
814,2008,Hell Ride,"Action, Drama, Thriller",5.1,okay
815,2008,Hellboy II: The Golden Army,"Action, Adventure, Fantasy",7.0,good
816,2007,Messages,Thriller,4.4,okay
817,2005,Return of the Living Dead: Necropolis,"Action, Comedy, Horror",3.3,okay
818,2005,Return of the Living Dead: Rave to the Grave,"Comedy, Horror, Sci-Fi",3.3,okay
819,2010,Tekken,"Action, Crime, Drama",4.8,okay
820,2005,Broken Flowers,"Comedy, Drama, Mystery",7.2,good
821,2005,Winners and Losers,"Comedy, Romance",4.1,okay
822,2005,WTC View,"Drama, Romance",6.0,good
823,2005,The World's Fastest Indian,"Biography, Drama, Sport",7.8,good
824,2006,29 Reasons to Run,Comedy,5.9,okay
825,2005,Tout pour plaire,Comedy,6.0,good
826,2005,Being Cyrus,"Drama, Thriller",7.2,good
827,2005,Animal,"Sci-Fi, Thriller",5.0,okay
828,2005,L'antidote,Comedy,5.2,okay
829,2005,Brutal Incasso,"Action, Comedy",3.6,okay
830,2005,Brice de Nice,Comedy,5.1,okay
831,2008,Brideshead Revisited,"Drama, Romance",6.7,good
832,2006,Chaos,Drama,5.6,okay
833,2006,Delirious,"Comedy, Drama, Romance",6.5,good
834,2005,Desolation Sound,Drama,5.3,okay
835,2006,Half Light,"Drama, Horror, Mystery",6.0,good
836,2006,The Hawk Is Dying,Drama,6.0,good
837,2005,Little Manhattan,"Comedy, Family, Romance",7.5,good
838,2005,Mrs Henderson Presents,"Comedy, Drama, Music",7.0,good
839,2007,Evan Almighty,"Comedy, Family, Fantasy",5.4,okay
840,2005,Puritan,"Drama, Fantasy, Mystery",5.9,okay
841,2007,Shrek the Third,"Animation, Adventure, Come",6.0,good
